schema_type,title,notes,topics,tags,internal_contact_name,internal_contact_email,organization_title,custodian,homepage_url,internal_notes,language,license_id,publication_required_under_atipp_act,publication_type_under_atipp_act,metadata_created,metadata_modified,dkan_uri,dkan_node_id
information,Plans and Reports - Klaza Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:50:22,2020-07-08 15:50:22,https://open.yukon.ca/information/publications/plans-and-reports-klaza-caribou,48996
information,Plans and Reports - Amphibians,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:03:54,2020-07-08 16:03:54,https://open.yukon.ca/information/publications/plans-and-reports-amphibians,49048
information,Plans and Reports - Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:03:54,2020-07-08 16:03:54,https://open.yukon.ca/information/publications/plans-and-reports-caribou,49051
information,Plans and Reports - Trapping,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report,trapping",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:05:46,2020-07-08 16:05:46,https://open.yukon.ca/information/publications/plans-and-reports-trapping,49056
information,Plans and Reports - South Nahanni and Coal River Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:05:46,2020-07-08 16:05:46,https://open.yukon.ca/information/publications/plans-and-reports-south-nahanni-and-coal-river-caribou,49058
information,Plans and Reports - Chisana Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,english,OGL-Yukon-2.0,Yes,information_or_record_available_to_public_without_access_request,2020-07-08 16:05:46,2020-07-08 16:05:46,https://open.yukon.ca/information/publications/plans-and-reports-chisana-caribou,49060
information,Plans and Reports - Aquatic Invasive Species,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:09:04,2020-07-08 16:09:04,https://open.yukon.ca/information/publications/plans-and-reports-aquatic-invasive-species,49067
information,Plans and Reports - Forty Mile Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:09:04,2020-07-08 16:09:04,https://open.yukon.ca/information/publications/plans-and-reports-forty-mile-caribou,49071
information,Plans and Reports - Community-based Fish and Wildlife Work Plans,Plans and reports from the Department of Environment,Nature and environment,"community,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:09:04,2020-07-08 16:09:04,https://open.yukon.ca/information/publications/plans-and-reports-community-based-fish-and-wildlife-work-plans,49073
information,Plans and Reports - Rare and/or At Risk Species,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:09:04,2020-07-08 16:09:04,https://open.yukon.ca/information/publications/plans-and-reports-rare-andor-risk-species,49080
information,Plans and Reports - Aishihik and Kluane Northern Mountain Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:12:05,2020-07-08 16:12:05,https://open.yukon.ca/information/publications/plans-and-reports-aishihik-and-kluane-northern-mountain-caribou,49086
information,Plans and Reports - Water,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report,water",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:12:05,2020-07-08 16:12:05,https://open.yukon.ca/information/publications/plans-and-reports-water,49088
information,Plans and Reports - Wildlife Viewing,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report,wildlife",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:17:05,2020-07-08 16:17:05,https://open.yukon.ca/information/publications/plans-and-reports-wildlife-viewing,49099
information,Plans and Reports - Ecosystems,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:20:48,2020-07-08 16:20:48,https://open.yukon.ca/information/publications/plans-and-reports-ecosystems,49109
information,Plans and Reports - Bats,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:22:47,2020-07-08 16:22:47,https://open.yukon.ca/information/publications/plans-and-reports-bats,49122
information,Plans and Reports - Fish and Wildlife Project Summaries,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:22:47,2020-07-08 16:22:47,https://open.yukon.ca/information/publications/plans-and-reports-fish-and-wildlife-project-summaries,49126
information,Plans and Reports - Miscellaneous,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:24:39,2020-07-08 16:24:39,https://open.yukon.ca/information/publications/plans-and-reports-miscellaneous,49129
information,Plans and Reports - Elk,Plans and reports from the Department of Environment,Nature and environment,"elk,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:27:20,2020-07-08 16:27:20,https://open.yukon.ca/information/publications/plans-and-reports-elk,49132
information,Plans and Reports - Hunting,Plans and reports from the Department of Environment,Nature and environment,"hunting,plan,publication,report",Michal Wojcik,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,english,OGL-Yukon-2.0,Yes,information_or_record_available_to_public_without_access_request,2020-07-08 16:27:20,2020-07-08 16:27:20,https://open.yukon.ca/information/publications/plans-and-reports-hunting,49135
information,Plans and Reports - Stocked Lakes,Plans and reports from the Department of Environment,Nature and environment,"lakes,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:36:42,2020-07-08 16:36:42,https://open.yukon.ca/information/publications/plans-and-reports-stocked-lakes,49140
information,Plans and Reports - Finlayson Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:36:42,2020-07-08 16:36:42,https://open.yukon.ca/information/publications/plans-and-reports-finlayson-caribou,49145
information,Plans and Reports - Wolves,Plans and reports from the Department of Environment,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:38:24,2020-07-08 16:38:24,https://open.yukon.ca/information/publications/plans-and-reports-wolves,49147
information,Plans and Reports - Little Rancheria Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:39:32,2020-07-08 16:39:32,https://open.yukon.ca/information/publications/plans-and-reports-little-rancheria-caribou,49156
information,Plans and Reports - Carcross Caribou,Plans and reports from the Department of Environment,Nature and environment,"caribou,plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:39:32,2020-07-08 16:39:32,https://open.yukon.ca/information/publications/plans-and-reports-carcross-caribou,49190
information,​Plans and Reports - Fisheries Research,Plans a reports from the Department of Environment on the Lake Trout monitoring program.,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:39:51,2020-07-08 15:39:51,https://open.yukon.ca/information/publications/​plans-and-reports-fisheries-research,50759
information,Plans and Reports - Angler Harvest Surveys,Plans a reports from the Department of Environment on the Lake Trout monitoring program.,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 15:53:39,2020-07-08 15:53:39,https://open.yukon.ca/information/publications/plans-and-reports-angler-harvest-surveys,50784
information,Plans and Reports - Burbot Population Assessments,Plans a reports from the Department of Environment on the Lake Trout monitoring program.,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:24:39,2020-07-08 16:24:39,https://open.yukon.ca/information/publications/plans-and-reports-burbot-population-assessments,50890
information,Plans and Reports - Arctic Grayling Population Assessments,Plans a reports from the Department of Environment on the Lake Trout monitoring program.,Nature and environment,"plan,publication,report",Environment,environmentyukon@gov.yk.ca,Environment,Environment,,Harvest source: Environment_54. Harvest source modified: 1969-12-31 16:00:00. ,,OGL-Yukon-2.0,Yes,auditor_final_reports,2020-07-08 16:42:22,2020-07-08 16:42:22,https://open.yukon.ca/information/publications/plans-and-reports-arctic-grayling-population-assessments,50917
